,ine_code,cities_es/province
13208,46053,alcantera_de_xuquer/valencia
13209,46054,alfafar/valencia
13210,46055,beniarjo/valencia
13211,46056,beniatjar/valencia
13212,46057,benicolet/valencia
13213,46058,benifairo_de_les_valls/valencia
13214,46059,benifairo_de_la_valldigna/valencia
13215,46060,benifaio/valencia
13216,46061,beniarjo/valencia
13217,46062,beniganim/valencia
13218,46063,benimodo/valencia
13219,46064,benimuslem/valencia
13220,46065,beniparrell/valencia
13221,46066,benirredra/valencia
13222,46067,benissano/valencia
13223,46068,atzeneta_d'albaida/valencia
13224,46069,bellus/valencia
13225,46070,betera/valencia
13226,46071,bicorp/valencia
13227,46072,bocairent/valencia
13228,46073,bolbaite/valencia
13229,46074,bonrepos_i_mirambell/valencia
13230,46075,bufali/valencia
13231,46076,bugarra/valencia
13232,46077,bunol/valencia
13233,46078,burjassot/valencia
13234,46079,calles/valencia
13235,46080,camporrobles/valencia
13236,46081,canals/valencia
13239,46082,canet_d'en_berenguer/valencia
13240,46083,carcaixent/valencia
13242,46083,alzira/valencia
13243,46084,carcer/valencia
13244,46085,carlet/valencia
13245,46086,atzeneta_d'albaida/valencia
13246,46087,casas_altas/valencia
13247,46088,casas_bajas/valencia
13248,46089,casinos/valencia
13250,46090,castello_de_rugat/valencia
13251,46091,almisera/valencia
13252,46092,castielfabib/valencia
13253,46093,catadau/valencia
13254,46094,albal/valencia
13255,46095,caudete_de_las_fuentes/valencia
13256,46096,canals/valencia
13257,46097,cofrentes/valencia
13258,46098,corbera/valencia
13259,46099,cortes_de_pallas/valencia
13260,46100,carcer/valencia
13261,46101,quart_de_les_valls/valencia
13262,46102,quart_de_poblet/valencia
13263,46103,quartell/valencia
13264,46104,quatretonda/valencia
13265,46105,cullera/valencia
13268,46106,chelva/valencia
13270,46107,chella/valencia
13271,46108,chera/valencia
13273,46109,cheste/valencia
13274,46110,valencia/valencia
13275,46110,xirivella/valencia
13276,46111,chiva/valencia
13277,46112,chulilla/valencia
13278,46113,daimus/valencia
13279,46114,domeno/valencia
13280,46115,dos_aguas/valencia
13281,46116,l'eliana/valencia
13282,46117,albalat_dels_sorells/valencia
13283,46118,enguera/valencia
13286,46120,estivella/valencia
13287,46121,estubeny/valencia
13288,46122,faura/valencia
13289,46123,favara/valencia
13290,46124,fontanars_dels_alforins/valencia
13291,46125,fortaleny/valencia
13292,46126,foios/valencia
13293,46127,casinos/valencia
13294,46128,castelseras/teruel
13295,46128,la_font_de_la_figuera/valencia
13296,46129,fuenterrobles/valencia
13297,46130,gavarda/valencia
13298,46131,gandia/valencia
13303,46132,genoves/valencia
13304,46133,gestalgar/valencia
13305,46134,gilet/valencia
13306,46135,godella/valencia
13307,46136,godelleta/valencia
13308,46137,la_granja_de_la_costera/valencia
13309,46138,bellus/valencia
13310,46139,guadassuar/valencia
13311,46140,guardamar_de_la_safor/valencia
13312,46141,higueruelas/valencia
13313,46142,jalance/valencia
13314,46143,xeraco/valencia
13315,46144,jarafuel/valencia
13316,46145,xativa/valencia
13318,46146,xeresa/valencia
13319,46147,lliria/valencia
13320,46148,loriguilla/valencia
13321,46149,benageber/valencia
13322,46150,benicolet/valencia
13323,46151,xativa/valencia
13324,46152,alfafar/valencia
13325,46153,almisera/valencia
13326,46154,la_granja_de_la_costera/valencia
13327,46155,llauri/valencia
13328,46156,llombai/valencia
13329,46157,la_llosa_de_ranes/valencia
13330,46158,macastre/valencia
13331,46159,manises/valencia
13332,46160,manuel/valencia
13333,46161,marines/valencia
13334,46162,massalaves/valencia
13335,46163,massalfassar/valencia
13336,46164,massamagrell/valencia
13337,46165,albal/valencia
13338,46166,meliana/valencia
13339,46167,cortes_de_pallas/valencia
13340,46168,guardamar_de_la_safor/valencia
13341,46169,mislata/valencia
13342,46170,mogente/valencia
13343,46171,moncada/valencia
13344,46172,montserrat/valencia
13345,46173,montaverner/valencia
13346,46174,montesa/valencia
13347,46175,aielo_de_rugat/valencia
13348,46176,montroi/valencia
13349,46177,museros/valencia
13350,46178,naquera/valencia
13351,46179,navarres/valencia
13352,46180,novele/valencia
13353,46181,benissano/valencia
13354,46181,oliva/valencia
13355,46182,olocau/valencia
13356,46183,l'olleria/valencia
13357,46184,ontinyent/valencia
13358,46185,beniatjar/valencia
13359,46186,paiporta/valencia
13360,46187,palma_de_gandia/valencia
13361,46188,palmera/valencia
13362,46189,bufali/valencia
13363,46190,paterna/valencia
13367,46191,pedralba/valencia
13368,46192,petres/valencia
13369,46193,picanya/valencia
13370,46194,alcasser/valencia
13371,46195,piles/valencia
13372,46196,benicolet/valencia
13373,46197,polinya_de_xuquer/valencia
13374,46198,potries/valencia
13375,46199,la_pobla_de_farnals/valencia
13377,46200,la_pobla_del_duc/valencia
13378,46201,ademuz/valencia
13379,46202,la_pobla_de_vallbona/valencia
13380,46203,la_pobla_llarga/valencia
13381,46204,el_puig_de_santa_maria/valencia
13382,46204,benifaio/valencia
13383,46205,pucol/valencia
13384,46206,quesa/valencia
13385,46207,rafelbunyol/valencia
13386,46208,rafelcofer/valencia
13387,46209,rafelguaraf/valencia
13388,46210,rafol_de_salem/valencia
13389,46211,el_real_de_gandia/valencia
13390,46212,real/valencia
13391,46213,requena/valencia
13399,46213,chelva/valencia
13400,46213,cortes_de_pallas/valencia
13402,46214,riba_roja_de_turia/valencia
13403,46215,riola/valencia
13404,46216,rocafort/valencia
13405,46217,rotgla_i_corbera/valencia
13406,46218,alfauir/valencia
13407,46219,aielo_de_rugat/valencia
13408,46220,l'alcudia/valencia
13409,46220,sagunto/valencia
13411,46220,pucol/valencia
13412,46221,rafol_de_salem/valencia
13413,46222,sant_joanet/valencia
13414,46223,alfafar/valencia
13415,46224,segart/valencia
13416,46225,sellent/valencia
13417,46226,bellus/valencia
13418,46227,sant_joanet/valencia
13419,46228,serra/valencia
13420,46229,siete_aguas/valencia
13421,46229,alzira/valencia
13422,46230,silla/valencia
13423,46231,simat_de_la_valldigna/valencia
13424,46232,sinarcas/valencia
13425,46233,sollana/valencia
13427,46234,sot_de_chera/valencia
13428,46234,aielo_de_rugat/valencia
13429,46235,sueca/valencia
13432,46236,sellent/valencia
13433,46237,valencia/valencia
13434,46238,gandia/valencia
13435,46239,albal/valencia
13436,46239,teresa_de_cofrentes/valencia
13437,46240,aielo_de_rugat/valencia
13438,46241,alpuente/valencia
13439,46242,torrebaja/valencia
13440,46243,la_granja_de_la_costera/valencia
13441,46244,la_pobla_de_vallbona/valencia
13443,46244,la_pobla_del_duc/valencia
13444,46244,torrent/valencia
13453,46245,torres_torres/valencia
13454,46246,tous/valencia
13455,46247,tuejar/valencia
13456,46248,turis/valencia
13457,46249,utiel/valencia
13461,46250,valencia/valencia
13469,46250,albalat_dels_sorells/valencia
13472,46250,bonrepos_i_mirambell/valencia
13491,46251,vallada/valencia
13492,46252,vallanca/valencia
13493,46253,valles/valencia
13494,46254,venta_del_moro/valencia
13496,46255,vilallonga/valencia
13497,46256,vilamarxant/valencia
13498,46257,villanueva_de_castellon/valencia
13499,46258,andilla/valencia
13500,46259,villargordo_del_cabriel/valencia
13502,46260,vinalesa/valencia
13503,46261,yatova/valencia
13504,46262,alpuente/valencia
13505,46263,zarra/valencia
13506,46902,olocau/valencia
13507,46903,san_antonio_de_benageber/valencia
13508,46904,benicull_de_xuquer/valencia
13509,47001,adalia/valladolid
13510,47002,aguasal/valladolid
13511,47003,aguilar_de_campos/valladolid
13512,47004,alaejos/valladolid
13513,47005,alcazaren/valladolid
13514,47006,aldea_de_san_miguel/valladolid
13515,47007,aldeamayor_de_san_martin/valladolid
13517,47008,almenara_de_adaja/valladolid
13518,47009,amusquillo/valladolid
13519,47010,arroyo_de_la_encomienda/valladolid
13520,47011,ataquines/valladolid
13521,47012,bahabon/valladolid
13522,47013,barcial_de_la_loma/valladolid
13523,47014,adalia/valladolid
13524,47015,becilla_de_valderaduey/valladolid
13525,47016,benafarces/valladolid
13526,47017,bercero/valladolid
13527,47018,bercero/valladolid
13528,47019,berrueces/valladolid
13529,47020,bobadilla_del_campo/valladolid
13530,47021,almenara_de_adaja/valladolid
13531,47022,bocos_de_duero/valladolid
13532,47023,boecillo/valladolid
13533,47024,bolanos_de_campos/valladolid
13534,47025,brahojos_de_medina/valladolid
13535,47026,bustillo_de_chaves/valladolid
13536,47027,cabezon_de_pisuerga/valladolid
13537,47028,cabezon_de_valderaduey/valladolid
13538,47029,cabreros_del_monte/valladolid
13539,47030,campaspero/valladolid
13540,47031,el_campillo/valladolid
13542,47032,camporredondo/valladolid
13543,47033,canalejas_de_penafiel/valladolid
13544,47034,canillas_de_esgueva/valladolid
13545,47035,carpio/valladolid
13546,47036,casasola_de_arion/valladolid
13547,47037,castrejon_de_trabancos/valladolid
13548,47038,castrillo_de_duero/valladolid
13549,47039,castrillo_tejeriego/valladolid
13550,47040,cabezon_de_valderaduey/valladolid
13551,47041,castrodeza/valladolid
13552,47042,castromembibre/valladolid
13553,47043,castromonte/valladolid
13554,47044,castronuevo_de_esgueva/valladolid
13555,47045,castronuno/valladolid
13556,47046,castroponce/valladolid
13557,47047,castroverde_de_cerrato/valladolid
13558,47048,ceinos_de_campos/valladolid
13559,47049,cervillego_de_la_cruz/valladolid
13560,47050,cigales/valladolid
13561,47051,cigunuela/valladolid
13562,47052,cisterniga/valladolid
13563,47053,cogeces_de_iscar/valladolid
13564,47054,cogeces_del_monte/valladolid
13565,47055,corcos/valladolid
13567,47056,bocos_de_duero/valladolid
13568,47057,cubillas_de_santa_marta/valladolid
13569,47058,cuenca_de_campos/valladolid
13570,47059,curiel_de_duero/valladolid
13571,47060,encinas_de_esgueva/valladolid
13572,47061,esguevillas_de_esgueva/valladolid
13573,47062,fombellida/valladolid
13574,47063,canalejas_de_penafiel/valladolid
13575,47064,fontihoyuelo/valladolid
13576,47065,fresno_el_viejo/valladolid
13577,47066,fuensaldana/valladolid
13578,47067,cervillego_de_la_cruz/valladolid
13579,47068,aguasal/valladolid
13580,47069,gallegos_de_hornija/valladolid
13581,47070,gaton_de_campos/valladolid
13582,47071,geria/valladolid
13583,47073,herrin_de_campos/valladolid
13584,47074,alcazaren/valladolid
13585,47075,iscar/valladolid
13586,47076,aldeamayor_de_san_martin/valladolid
13587,47076,laguna_de_duero/valladolid
13588,47077,langayo/valladolid
13589,47078,cervillego_de_la_cruz/valladolid
13590,47079,aguasal/valladolid
13591,47080,langayo/valladolid
13592,47081,marzales/valladolid
13593,47082,matapozuelos/valladolid
13594,47082,alcazaren/valladolid
13595,47083,matilla_de_los_canos/valladolid
13596,47084,mayorga/valladolid
13597,47085,medina_del_campo/valladolid
13600,47086,medina_de_rioseco/valladolid
13602,47087,cogeces_de_iscar/valladolid
13603,47088,melgar_de_abajo/valladolid
13604,47089,melgar_de_arriba/valladolid
13605,47090,mojados/valladolid
13606,47091,monasterio_de_vega/valladolid
13607,47092,encinas_de_esgueva/valladolid
13608,47092,medina_de_rioseco/valladolid
13609,47093,montemayor_de_pililla/valladolid
13610,47094,moral_de_la_reina/valladolid
13611,47095,moraleja_de_las_panaderas/valladolid
13612,47096,morales_de_campos/valladolid
13613,47097,mota_del_marques/valladolid
13614,47098,fuensaldana/valladolid
13615,47099,la_mudarra/valladolid
13616,47100,muriel/valladolid
13617,47101,nava_del_rey/valladolid
13618,47102,nueva_villa_de_las_torres/valladolid
13619,47103,olivares_de_duero/valladolid
13620,47104,olmedo/valladolid
13622,47105,olmos_de_esgueva/valladolid
13623,47106,castrillo_de_duero/valladolid
13624,47109,palazuelo_de_vedija/valladolid
13625,47110,la_parrilla/valladolid
13626,47111,la_pedraja_de_portillo/valladolid
13627,47112,pedrajas_de_san_esteban/valladolid
13628,47113,pedrosa_del_rey/valladolid
13629,47114,penafiel/valladolid
13630,47114,cogeces_del_monte/valladolid
13631,47114,langayo/valladolid
13632,47114,castrillo_de_duero/valladolid
13633,47115,penaflor_de_hornija/valladolid
13634,47116,pesquera_de_duero/valladolid
13635,47117,pina_de_esgueva/valladolid
13636,47118,curiel_de_duero/valladolid
13637,47119,curiel_de_duero/valladolid
13638,47121,pollos/valladolid
13639,47122,aldea_de_san_miguel/valladolid
13640,47123,pozal_de_gallinas/valladolid
13641,47124,pozaldez/valladolid
13642,47125,pozuelo_de_la_orden/valladolid
13643,47126,almenara_de_adaja/valladolid
13644,47127,quintanilla_de_arriba/valladolid
13645,47128,quintanilla_del_molar/valladolid
13646,47129,quintanilla_de_onesimo/valladolid
13647,47130,quintanilla_de_trigueros/valladolid
13648,47131,rabano/valladolid
13649,47132,ramiro/valladolid
13650,47133,renedo_de_esgueva/valladolid
13651,47134,quintanilla_del_molar/valladolid
13652,47135,geria/valladolid
13653,47137,curiel_de_duero/valladolid
13654,47138,cervillego_de_la_cruz/valladolid
13655,47139,rueda/valladolid
13656,47139,medina_del_campo/valladolid
13658,47140,cabezon_de_valderaduey/valladolid
13659,47141,muriel/valladolid
13660,47142,adalia/valladolid
13661,47143,bocos_de_duero/valladolid
13662,47144,san_martin_de_valveni/valladolid
13663,47145,san_miguel_del_arroyo/valladolid
13664,47146,san_miguel_del_pino/valladolid
13665,47147,muriel/valladolid
13666,47148,san_pedro_de_latarce/valladolid
13667,47149,adalia/valladolid
13668,47150,san_roman_de_hornija/valladolid
13669,47151,gallegos_de_hornija/valladolid
13670,47152,morales_de_campos/valladolid
13671,47153,fontihoyuelo/valladolid
13672,47154,santibanez_de_valcorba/valladolid
13674,47155,santovenia_de_pisuerga/valladolid
13675,47156,medina_del_campo/valladolid
13676,47157,sardon_de_duero/valladolid
13677,47158,la_seca/valladolid
13678,47159,serrada/valladolid
13679,47160,siete_iglesias_de_trabancos/valladolid
13680,47161,simancas/valladolid
13681,47162,tamariz_de_campos/valladolid
13682,47163,tiedra/valladolid
13683,47164,tordehumos/valladolid
13684,47165,tordesillas/valladolid
13685,47165,san_miguel_del_pino/valladolid
13687,47166,matilla_de_los_canos/valladolid
13688,47167,torrecilla_de_la_orden/valladolid
13689,47168,adalia/valladolid
13690,47169,torre_de_esgueva/valladolid
13691,47170,cogeces_del_monte/valladolid
13692,47170,rabano/valladolid
13693,47171,gallegos_de_hornija/valladolid
13694,47172,cogeces_del_monte/valladolid
13695,47173,santibanez_de_valcorba/valladolid
13696,47174,trigueros_del_valle/valladolid
13697,47175,tudela_de_duero/valladolid
13698,47175,aldeamayor_de_san_martin/valladolid
13699,47175,montemayor_de_pililla/valladolid
13700,47176,becilla_de_valderaduey/valladolid
13701,47177,urones_de_castroponce/valladolid
13702,47178,uruena/valladolid
13703,47179,olivares_de_duero/valladolid
13704,47180,bocos_de_duero/valladolid
13705,47181,medina_de_rioseco/valladolid
13706,47182,valdestillas/valladolid
13707,47183,valdunquillo/valladolid
13708,47184,valoria_la_buena/valladolid
13709,47185,valverde_de_campos/valladolid
13711,47186,valladolid/valladolid
13716,47186,laguna_de_duero/valladolid
13734,47187,fontihoyuelo/valladolid
13735,47188,marzales/valladolid
13736,47189,velascalvaro/valladolid
13737,47190,matilla_de_los_canos/valladolid
13738,47191,geria/valladolid
13739,47192,serrada/valladolid
13740,47193,viana_de_cega/valladolid
13741,47194,viloria/valladolid
13742,47195,castrillo_tejeriego/valladolid
13743,47196,tamariz_de_campos/valladolid
13744,47197,villabragima/valladolid
13745,47198,fontihoyuelo/valladolid
13746,47199,herrin_de_campos/valladolid
13747,47200,villaco/valladolid
13748,47203,gaton_de_campos/valladolid
13749,47204,villafranca_de_duero/valladolid
13750,47205,villafrechos/valladolid
13751,47206,villafuerte/valladolid
13752,47207,villagarcia_de_campos/valladolid
13753,47208,bustillo_de_chaves/valladolid
13754,47209,bolanos_de_campos/valladolid
13755,47210,villalar_de_los_comuneros/valladolid
13756,47211,cabezon_de_valderaduey/valladolid
13757,47212,villalba_de_los_alcores/valladolid
13758,47213,tordesillas/valladolid
13759,47214,villalon_de_campos/valladolid
13760,47215,aguilar_de_campos/valladolid
13761,47216,geria/valladolid
13762,47217,villanubla/valladolid
13763,47218,serrada/valladolid
13764,47219,bustillo_de_chaves/valladolid
13765,47220,villanueva_de_los_caballeros/valladolid
13766,47222,berrueces/valladolid
13767,47223,villardefrades/valladolid
13768,47224,villarmentero_de_esgueva/valladolid
13769,47225,gallegos_de_hornija/valladolid
13770,47226,castrillo_tejeriego/valladolid
13771,47227,villavellid/valladolid
13772,47228,villaverde_de_medina/valladolid
13773,47229,villavicencio_de_los_caballeros/valladolid
13774,47230,wamba/valladolid
13775,47231,zaratan/valladolid
13776,48001,abadino/bizkaia
13777,48002,abanto_y_ciervana_abanto_zierbena/bizkaia
13779,48003,amorebieta_etxano/bizkaia
13781,48004,amoroto/bizkaia
13782,48005,arakaldo/bizkaia
13783,48006,arantzazu/bizkaia
13784,48007,munitibar_arbatzegi_gerrikaitz/bizkaia
13785,48008,artzentales/bizkaia
13786,48009,arakaldo/bizkaia
13787,48009,arrankudiaga/bizkaia
13788,48010,arrieta/bizkaia
13789,48011,bilbao/bizkaia
13790,48011,arrigorriaga/bizkaia
13791,48012,bakio/bizkaia
13792,48013,barakaldo/bizkaia
13795,48014,barrika/bizkaia
13796,48015,basauri/bizkaia
13797,48016,berango/bizkaia
13798,48017,bermeo/bizkaia
13799,48018,berriatua/bizkaia
13800,48019,berriz/bizkaia
13802,48020,bilbao/bizkaia
13817,48021,busturia/bizkaia
13818,48022,karrantza_harana/bizkaia
13820,48023,artea/bizkaia
13821,48024,zeanuri/bizkaia
13822,48025,arrankudiaga/bizkaia
13823,48026,dima/bizkaia
13824,48027,durango/bizkaia
13825,48028,ea/bizkaia
13827,48029,etxebarri/bizkaia
13828,48030,etxebarria/bizkaia
13829,48031,elantxobe/bizkaia
13830,48032,elorrio/bizkaia
13831,48033,ereno/bizkaia
13832,48034,ermua/bizkaia
13833,48035,fruiz/bizkaia
13834,48036,galdakao/bizkaia
13835,48037,galdames/bizkaia
13836,48038,gamiz_fika/bizkaia
13837,48039,durango/bizkaia
13838,48040,gatika/bizkaia
13839,48041,gautegiz_arteaga/bizkaia
13840,48042,gordexola/bizkaia
13842,48043,gorliz/bizkaia
13844,48044,getxo/bizkaia
13849,48045,guenes/bizkaia
13852,48046,gernika_lumo/bizkaia
13853,48047,amoroto/bizkaia
13854,48048,ea/bizkaia
13855,48049,ispaster/bizkaia
13856,48050,izurtza/bizkaia
13857,48051,lanestosa/bizkaia
13858,48052,larrabetzu/bizkaia
13859,48053,laukiz/bizkaia
13860,48054,leioa/bizkaia
13861,48055,lemoa/bizkaia
13862,48056,gorliz/bizkaia
13863,48057,lekeitio/bizkaia
13864,48058,mallabia/bizkaia
13865,48059,manaria/bizkaia
13866,48060,markina_xemein/bizkaia
13869,48061,maruri_jatabe/bizkaia
13870,48062,mendata/bizkaia
13871,48063,amoroto/bizkaia
13872,48064,menaka/bizkaia
13873,48065,ugao_miraballes/bizkaia
13874,48066,morga/bizkaia
13875,48067,muxika/bizkaia
13877,48068,mundaka/bizkaia
13878,48069,mungia/bizkaia
13879,48069,menaka/bizkaia
13880,48070,aulesti/bizkaia
13881,48071,muskiz/bizkaia
