
| IDCENTR |                        NOMBRE                         |  IDAREA   | IDZONAB | TIPOC |     DIRECCION     |     LOCALIDAD     |     TELEFONO      | ESDOCE |       CODMU       |        CP         |     D_GESTION     |   C_GESTION_ID    |
| 121034  | FUENTE DE SANTA CRUZ                                  |      8576 |   21571 |     2 | -                 | FUENTE DE SANTA   | -                 | N      |            400827 | 40496             | SANIDAD CASTILLA  |                 1 |

| 120852  | FUENTE EL OLMO DE FUENTIDUEÑA                         |      8576 |   21567 |     2 | -                 | FUENTE EL OLMO DE | -                 | N      |            400833 | 40359             | SANIDAD CASTILLA  |                 1 |

| 132400  | LOS VALLES DE FUENTIDUEÑA                             |      8576 |   21567 |     2 | C/ IGLESIA, Nº 6  | LOS VALLES DE     | -                 | N      |            400833 | 40359             | SANIDAD CASTILLA  |                 1 |

| 124548  | FUENTE EL OLMO DE ÍSCAR                               |      8581 |   21632 |     2 | -                 | FUENTE EL OLMO DE | -                 | N      |            400848 | 40218             | SANIDAD CASTILLA  |                 1 |

| 120872  | FUENTEPELAYO                                          |      8576 |   21568 |     2 | -                 | FUENTEPELAYO      | -                 | N      |            400864 | 40260             | SANIDAD CASTILLA  |                 1 |

| 121023  | FUENTEPIÑEL                                           |      8576 |   21570 |     2 | -                 | FUENTEPIÑEL.      | -                 | N      |            400870 | 40358             | SANIDAD CASTILLA  |                 1 |

| 120853  | FUENTERREBOLLO                                        |      8576 |   21567 |     2 | -                 | FUENTERREBOLLO    | -                 | N      |            400886 | 40330             | SANIDAD CASTILLA  |                 1 |

| 121018  | FUENTESAÚCO DE FUENTIDUEÑA                            |      8576 |   21570 |     1 | C/ LA FUENTE, Nº  | FUENTESAÚCO DE    | 921169564         | N      |            400899 | 40355             | SANIDAD CASTILLA  |                 1 |

| 124776  | FUENTESOTO                                            |      8576 |   21573 |     2 | CL LAS ESCUELAS,  | FUENTESOTO        | 921527225         | N      |            400910 | 40314             | SANIDAD CASTILLA  |                 1 |

| 127467  | TEJARES                                               |      8576 |   21573 |     2 | -                 | TEJARES           | -                 | N      |            400910 | 40314             | SANIDAD CASTILLA  |                 1 |

| 124777  | FUENTIDUEÑA                                           |      8576 |   21573 |     2 | -                 | FUENTIDUEÑA       | -                 | N      |            400925 | 40357             | SANIDAD CASTILLA  |                 1 |

| 125031  | GALLEGOS                                              |      8576 |   21577 |     2 | -                 | GALLEGOS          | -                 | N      |            400931 | 40162             | SANIDAD CASTILLA  |                 1 |

| 124895  | GARCILLÁN                                             |      8576 |   21575 |     2 | -                 | GARCILLÁN         | -                 | N      |            400946 | 40120             | SANIDAD CASTILLA  |                 1 |

| 120885  | GOMEZSERRACÍN                                         |      8576 |   21566 |     2 | -                 | GOMEZSERRACÍN     | -                 | N      |            400959 | 40240             | SANIDAD CASTILLA  |                 1 |

| 124932  | GRAJERA                                               |      8576 |   21576 |     2 | -                 | GRAJERA           | -                 | N      |            400978 | 40569             | SANIDAD CASTILLA  |                 1 |

| 122019  | HONRUBIA DE LA CUESTA                                 |      8569 |   23066 |     2 | -                 | HONRUBIADE LA     | -                 | N      |            400997 | 40541             | SANIDAD CASTILLA  |                 1 |

| 121024  | HONTALBILLA                                           |      8576 |   21570 |     2 | -                 | HONTALBILLA.      | -                 | N      |            401001 | 40353             | SANIDAD CASTILLA  |                 1 |

| 124896  | HONTANARES DE ERESMA                                  |      8576 |   21575 |     2 | -                 | HONTANARES DE     | -                 | N      |            401018 | 40490             | SANIDAD CASTILLA  |                 1 |

| 124897  | LOS HUERTOS                                           |      8576 |   21575 |     2 | -                 | LOS HUERTOS       | -                 | N      |            401039 | 40490             | SANIDAD CASTILLA  |                 1 |

| 125044  | ITUERO Y LAMA                                         |      8576 |   21578 |     2 | -                 | ITUERO Y LAMA     | -                 | N      |            401044 | 40151             | SANIDAD CASTILLA  |                 1 |

| 124898  | JUARROS DE RIOMOROS                                   |      8576 |   21575 |     2 | -                 | JUARROS DE        | -                 | N      |            401057 | 40130             | SANIDAD CASTILLA  |                 1 |

| 121035  | JUARROS DE VOLTOYA                                    |      8576 |   21571 |     2 | -                 | JUARROS DE        | -                 | N      |            401060 | 40445             | SANIDAD CASTILLA  |                 1 |

| 125045  | LABAJOS                                               |      8576 |   21578 |     2 | -                 | LABAJOS           | -                 | N      |            401076 | 40146             | SANIDAD CASTILLA  |                 1 |

| 124778  | LAGUNA DE CONTRERAS                                   |      8576 |   21573 |     2 | -                 | LAGUNA DE         | -                 | N      |            401082 | 40236             | SANIDAD CASTILLA  |                 1 |

| 127468  | VIVAR DE FUENTIDUEÑA                                  |      8576 |   21573 |     2 | -                 | VIVAR DE          | -                 | N      |            401082 | 40236             | SANIDAD CASTILLA  |                 1 |

| 124765  | LANGUILLA                                             |      8576 |   21572 |     2 | -                 | LANGUILLA         | -                 | N      |            401095 | 40556             | SANIDAD CASTILLA  |                 1 |

| 127457  | MAZAGATOS                                             |      8576 |   21572 |     2 | -                 | MAZAGATOS         | -                 | N      |            401095 | 40556             | SANIDAD CASTILLA  |                 1 |
